kegg_code	genome_code	organism_name
rcc	T01736	Rickettsia_canadensis_CA410
rbe	T00339	Rickettsia_bellii_RML369-C
rbo	T00602	Rickettsia_bellii_OSU_85-389
rco	T00061	Rickettsia_conorii
rfe	T00252	Rickettsia_felis
rak	T00601	Rickettsia_akari
rri	T00604	Rickettsia_rickettsii_Sheila_Smith
rrj	T00643	Rickettsia_rickettsii_Iowa
rra	T01721	Rickettsia_rickettsii_Arizona
rrc	T01722	Rickettsia_rickettsii_Colombia
rrh	T01723	Rickettsia_rickettsii_Hauke
rrb	T01737	Rickettsia_rickettsii_Brazil
rrn	T01738	Rickettsia_rickettsii_Hino
rrp	T01739	Rickettsia_rickettsii_Hlp#2
rms	T00605	Rickettsia_massiliae_MTU5
rmi	T01758	Rickettsia_massiliae_AZT80
rpk	T00907	Rickettsia_peacockii
raf	T00979	Rickettsia_africae
rhe	T01587	Rickettsia_heilongjiangensis
rja	T01637	Rickettsia_japonica
rsv	T01671	Rickettsia_slovaca_13-B
rsw	T01801	Rickettsia_slovaca_D-CWPP
rph	T01759	Rickettsia_philipii
rau	T01783	Rickettsia_australis
rmo	T01784	Rickettsia_montanensis
rpp	T01785	Rickettsia_parkeri
rre	T01786	Rickettsia_rhipicephali
ram	T01787	Candidatus_Rickettsia_amblyommii
ots	T00531	Orientia_tsutsugamushi_Boryong
ott	T00705	Orientia_tsutsugamushi_Ikeda
wol	T00160	Wolbachia_wMel
wbm	T00234	Wolbachia_wBm
woo	T02212	Wolbachia_wOo
wri	T00866	Wolbachia_sp._wRi
wpi	T00719	Wolbachia_pipientis
wen	T02640	Wolbachia_endosymbiont_of_Drosophila_simulans_wHa
wed	T02641	Wolbachia_endosymbiont_of_Drosophila_simulans_wNo
ama	T00216	Anaplasma_marginale_St._Maries
amf	T00855	Anaplasma_marginale_Florida
acn	T01133	Anaplasma_centrale
aph	T00327	Anaplasma_phagocytophilum_HZ
apy	T02753	Anaplasma_phagocytophilum_HZ2
apd	T02752	Anaplasma_phagocytophilum_Dog2
apha	T02754	Anaplasma_phagocytophilum_JM
eru	T00224	Ehrlichia_ruminantium_Welgevonden_(South_Africa)
erw	T00233	Ehrlichia_ruminantium_Welgevonden_(France)
erg	T00232	Ehrlichia_ruminantium_Gardel
ecn	T00270	Ehrlichia_canis
ech	T00328	Ehrlichia_chaffeensis
nse	T00329	Neorickettsia_sennetsu
nri	T00951	Neorickettsia_risticii
mmn	T01561	Candidatus_Midichloria_mitochondrii
mlo	T00043	Mesorhizobium_loti
mci	T01401	Mesorhizobium_ciceri
mop	T01542	Mesorhizobium_opportunistum
mam	T02417	Mesorhizobium_australicum
mes	T00374	Chelativorans_sp._BNC1
pla	T00580	Parvibaculum_lavamentivorans
sme	T00058	Sinorhizobium_meliloti_1021
smk	T01521	Sinorhizobium_meliloti_AK83
smq	T01884	Sinorhizobium_meliloti_BL225C
smx	T01885	Sinorhizobium_meliloti_SM11
smi	T02332	Sinorhizobium_meliloti_Rm41
smeg	T02405	Sinorhizobium_meliloti_GR4
smel	T02497	Sinorhizobium_meliloti_2011
smd	T00555	Sinorhizobium_medicae
rhi	T00888	Sinorhizobium_fredii_NGR234
sfh	T01731	Sinorhizobium_fredii_HH103
sfd	T02188	Sinorhizobium_fredii_USDA_257
atu	T00070	Agrobacterium_tumefaciens_C58
ara	T00850	Agrobacterium_radiobacter_K84
avi	T00851	Agrobacterium_vitis_S4
agr	T01432	Agrobacterium_sp._H13-3
ret	T00317	Rhizobium_etli_CFN_42
rec	T00720	Rhizobium_etli_CIAT_652
rel	T02778	Rhizobium_etli_bv._mimosae
rle	T00402	Rhizobium_leguminosarum_bv._viciae_3841
rlt	T00779	Rhizobium_leguminosarum_bv._trifolii_WSM2304
rlg	T00926	Rhizobium_leguminosarum_bv._trifolii_WSM1325
rtr	T02432	Rhizobium_tropici
rir	T02867	Rhizobium_sp._IRBG74
las	T00948	Candidatus_Liberibacter_asiaticus_psy62
laa	T02506	Candidatus_Liberibacter_asiaticus_gxpsy
lso	T01373	Candidatus_Liberibacter_solanacearum
lcc	T02395	Liberibacter_crescens
bme	T00072	Brucella_melitensis_bv._1_16M
bmi	T00867	Brucella_melitensis_ATCC_23457
bmz	T01852	Brucella_melitensis_M28
bmg	T01849	Brucella_melitensis_M5-90
bmw	T01853	Brucella_melitensis_NI
bmf	T00304	Brucella_melitensis_biovar_Abortus
bmb	T00241	Brucella_abortus_9-941
bmc	T00703	Brucella_abortus_S19
baa	T01704	Brucella_abortus_A13334
bms	T00096	Brucella_suis_1330
bsi	T02103	Brucella_suis_1330
bmt	T00638	Brucella_suis_ATCC_23445
bsv	T01706	Brucella_suis_VBI22
bov	T00534	Brucella_ovis
bcs	T00623	Brucella_canis_ATCC_23365
bsk	T01705	Brucella_canis_HSK_A52141
bmr	T00955	Brucella_microti
bpp	T01589	Brucella_pinnipedialis
oan	T00568	Ochrobactrum_anthropi
bja	T00109	Bradyrhizobium_japonicum_USDA110
bju	T01848	Bradyrhizobium_japonicum_USDA_6
bra	T00516	Bradyrhizobium_sp._ORS_278
bbt	T00528	Bradyrhizobium_sp._BTAi1
brs	T01796	Bradyrhizobium_sp._S23321
rpa	T00153	Rhodopseudomonas_palustris_CGA009
rpb	T00321	Rhodopseudomonas_palustris_HaA2
rpc	T00336	Rhodopseudomonas_palustris_BisB18
rpd	T00345	Rhodopseudomonas_palustris_BisB5
rpe	T00400	Rhodopseudomonas_palustris_BisA53
rpt	T00722	Rhodopseudomonas_palustris_TIE-1
rpx	T01381	Rhodopseudomonas_palustris_DX-1
nwi	T00276	Nitrobacter_winogradskyi
nha	T00348	Nitrobacter_hamburgensis
oca	T00783	Oligotropha_carboxidovorans_OM5_(Mississippi)
ocg	T01617	Oligotropha_carboxidovorans_OM5_(Goettingen)
oco	T01967	Oligotropha_carboxidovorans_OM4
aol	T02484	Agromonas_oligotrophica
bhe	T00180	Bartonella_henselae
bqu	T00181	Bartonella_quintana_Toulouse
bqr	T02294	Bartonella_quintana_RM-11
bbk	T00456	Bartonella_bacilliformis
btr	T00636	Bartonella_tribocorum
bgr	T00922	Bartonella_grahamii
bcd	T01394	Bartonella_clarridgeiae
baus	T02469	Bartonella_australis
bvn	T02470	Bartonella_vinsonii
xau	T00581	Xanthobacter_autotrophicus
azc	T00609	Azorhizobium_caulinodans
sno	T01258	Starkeya_novella
mex	T00640	Methylobacterium_extorquens_PA1
mea	T00921	Methylobacterium_extorquens_AM1
mdi	T00947	Methylobacterium_extorquens_DM4
mch	T00809	Methylobacterium_extorquens_CM4
mrd	T00674	Methylobacterium_radiotolerans
met	T00679	Methylobacterium_sp._4-46
mpo	T00760	Methylobacterium_populi
mno	T00839	Methylobacterium_nodulans
bid	T00688	Beijerinckia_indica
msl	T00802	Methylocella_silvestris
hdn	T01265	Hyphomicrobium_denitrificans_ATCC_51888
hdt	T02646	Hyphomicrobium_denitrificans_1NES1
hmc	T01557	Hyphomicrobium_sp._MC1
rva	T01353	Rhodomicrobium_vannielii
phl	T01645	Pelagibacterium_halotolerans
msc	T02324	Methylocystis_sp._SC2
hci	T00938	Candidatus_Hodgkinia_cicadicola
ccr	T00049	Caulobacter_crescentus_CB15
ccs	T00841	Caulobacter_crescentus_NA1000
cak	T00651	Caulobacter_sp._K31
cse	T01221	Caulobacter_segnis
pzu	T00750	Phenylobacterium_zucineum
bsb	T01291	Brevundimonas_subvibrioides
aex	T01378	Asticcacaulis_excentricus
sil	T00215	Ruegeria_pomeroyi
sit	T00359	Ruegeria_sp._TM1040
rsp	T00284	Rhodobacter_sphaeroides_2.4.1
rsh	T00484	Rhodobacter_sphaeroides_ATCC_17029
rsq	T00512	Rhodobacter_sphaeroides_ATCC_17025
rsk	T00844	Rhodobacter_sphaeroides_KD131
rcp	T01213	Rhodobacter_capsulatus
jan	T00330	Jannaschia_sp._CCS1
rde	T00376	Roseobacter_denitrificans
rli	T01572	Roseobacter_litoralis_Och_149
pde	T00440	Paracoccus_denitrificans
pami	T02792	Paracoccus_aminophilus
dsh	T00612	Dinoroseobacter_shibae
kvu	T01338	Ketogulonicigenium_vulgare
kvl	T01909	Ketogulonigenium_vulgarum
psf	T01669	Pseudovibrio_sp._FO-BEG1
pga	T02192	Phaeobacter_gallaeciensis_DSM_17395
pgl	T02193	Phaeobacter_gallaeciensis_2.10
oat	T02538	Octadecabacter_antarcticus
oar	T02539	Octadecabacter_arcticus
mmr	T00394	Maricaulis_maris
hne	T00397	Hyphomonas_neptunium
hba	T00945	Hirschia_baltica
zmo	T00221	Zymomonas_mobilis_subsp._mobilis_ZM4
zmn	T01110	Zymomonas_mobilis_subsp._mobilis_NCIMB_11163
zmm	T01875	Zymomonas_mobilis_subsp._mobilis_ATCC_10988
zmb	T02187	Zymomonas_mobilis_subsp._mobilis_ATCC_29191
zmp	T01556	Zymomonas_mobilis_subsp._pomaceae_ATCC_29192
nar	T00322	Novosphingobium_aromaticivorans
npp	T01515	Novosphingobium_sp._PP1Y
sal	T00361	Sphingopyxis_alaskensis
swi	T00538	Sphingomonas_wittichii
sphm	T02498	Sphingomonas_sp._MM-1
sjp	T01201	Sphingobium_japonicum
sch	T01522	Sphingobium_chlorophenolicum
ssy	T01622	Sphingobium_sp._SYK-6
eli	T00315	Erythrobacter_litoralis
gox	T00230	Gluconobacter_oxydans_621H
goh	T02348	Gluconobacter_oxydans_H24
gbe	T00392	Granulibacter_bethesdensis
acr	T00527	Acidiphilium_cryptum_JF-5
amv	T01446	Acidiphilium_multivorum
gdi	T00631	Gluconacetobacter_diazotrophicus_PAl_5_(Brazil)
gdj	T00798	Gluconacetobacter_diazotrophicus_PAl_5_(JGI)
gxy	T01631	Gluconacetobacter_xylinus
apt	T00988	Acetobacter_pasteurianus_IFO_3283-01
apw	T01818	Acetobacter_pasteurianus_IFO_3283-01-42C
apf	T01812	Acetobacter_pasteurianus_IFO_3283-03
apu	T01813	Acetobacter_pasteurianus_IFO_3283-07
apg	T01814	Acetobacter_pasteurianus_IFO_3283-12
apq	T01815	Acetobacter_pasteurianus_IFO_3283-22
apx	T01816	Acetobacter_pasteurianus_IFO_3283-26
apz	T01817	Acetobacter_pasteurianus_IFO_3283-32
apk	T02786	Acetobacter_pasteurianus_386B
rru	T00310	Rhodospirillum_rubrum_ATCC_11170
rrf	T02006	Rhodospirillum_rubrum_F11
rce	T00785	Rhodospirillum_centenum
rpm	T01851	Rhodospirillum_photometricum
mag	T00305	Magnetospirillum_magneticum
azl	T01169	Azospirillum_sp._B510
ali	T01658	Azospirillum_lipoferum_4B
abs	T02152	Azospirillum_brasilense
tmo	T02128	Tistrella_mobilis
thal	T02365	Endolissoclinum_patella
pbr	T01298	Parvularcula_bermudensis
mgm	T00427	Magnetococcus_marinus_MC-1
pgv	T01458	Polymorphum_gilvum
mai	T01630	Micavibrio_aeruginosavorus_ARL-13
man	T02517	Micavibrio_aeruginosavorus_EPB
pub	T00257	Candidatus_Pelagibacter_ubique
pel	T01465	Candidatus_Pelagibacter_sp._IMCC9063
apc	T02249	Alpha_proteobacterium_HIMB59
apm	T02250	Alpha_proteobacterium_HIMB5
apb	T01207	Candidatus_Puniceispirillum_marinum
bsu	T00010	Bacillus_subtilis_subsp._subtilis_168
bsr	T01837	Bacillus_subtilis_subsp._subtilis_RO-NN-1
bsl	T02384	Bacillus_subtilis_subsp._subtilis_BSP1
bsh	T02503	Bacillus_subtilis_subsp._subtilis_6051-HGW
bsy	T02520	Bacillus_subtilis_subsp._subtilis_BAB-1
bss	T01302	Bacillus_subtilis_subsp._spizizenii_W23
bst	T01635	Bacillus_subtilis_subsp._spizizenii_TU-B-10
bso	T02607	Bacillus_subtilis_subsp._natto_BEST195
bsn	T01417	Bacillus_subtilis_BSn5
bsq	T02292	Bacillus_subtilis_QB928
bsub	T02410	Bacillus_subtilis_BEST7613
bsx	T02459	Bacillus_subtilis_XF-1
bli	T00197	Bacillus_licheniformis_ATCC_14580
bld	T00200	Bacillus_licheniformis_DSM_13_=_ATCC_14580
blh	T02694	Bacillus_licheniformis_9945A
bao	T01321	Bacillus_amyloliquefaciens_DSM_7
bay	T00582	Bacillus_amyloliquefaciens_FZB42
baq	T01692	Bacillus_amyloliquefaciens_subsp._plantarum_CAU_B946
bya	T02050	Bacillus_amyloliquefaciens_subsp._plantarum_YAU_B9601-Y2
bamp	T02382	Bacillus_amyloliquefaciens_subsp._plantarum_AS43.3
baml	T02480	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5036
bama	T02795	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5033
bamn	T02796	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5113
bamb	T02859	Bacillus_amyloliquefaciens_subsp._plantarum_NAU-B3
baz	T01824	Bacillus_amyloliquefaciens_TA208
bql	T01835	Bacillus_amyloliquefaciens_LL3
bxh	T01836	Bacillus_amyloliquefaciens_XH7
bqy	T02108	Bacillus_amyloliquefaciens_Y2
bami	T02462	Bacillus_amyloliquefaciens_IT-45
bamc	T02893	Bacillus_amyloliquefaciens_CC178
bae	T01339	Bacillus_atrophaeus
bha	T00039	Bacillus_halodurans
ban	T00129	Bacillus_anthracis_Ames
bar	T00178	Bacillus_anthracis_Ames_0581
bat	T00184	Bacillus_anthracis_Sterne
bah	T00886	Bacillus_anthracis_CDC_684
bai	T00892	Bacillus_anthracis_A0248
bax	T02028	Bacillus_anthracis_H9401
bal	T01279	Bacillus_cereus_biovar_anthracis_CI
bce	T00127	Bacillus_cereus_ATCC_14579
bca	T00162	Bacillus_cereus_ATCC_10987
bcz	T00198	Bacillus_cereus_ZK
bcr	T00799	Bacillus_cereus_AH187
bcb	T00805	Bacillus_cereus_B4264
bcu	T00814	Bacillus_cereus_AH820
bcg	T00815	Bacillus_cereus_G9842
bcq	T00852	Bacillus_cereus_Q1
bcx	T00869	Bacillus_cereus_03BB102
bnc	T01686	Bacillus_cereus_NC7401
bcf	T01703	Bacillus_cereus_F837/76
bcer	T02291	Bacillus_cereus_FRI-35
bcy	T00560	Bacillus_cytotoxicus_NVH_391-98
btk	T00179	Bacillus_thuringiensis_97-27
btl	T00429	Bacillus_thuringiensis_Al_Hakam
btb	T01239	Bacillus_thuringiensis_BMB171
btt	T02460	Bacillus_thuringiensis_serovar_kurstaki_HD73
btc	T01838	Bacillus_thuringiensis_serovar_chinensis_CT-43
btf	T01839	Bacillus_thuringiensis_serovar_finitimus_YBT-020
btm	T02263	Bacillus_thuringiensis_MC28
btg	T02277	Bacillus_thuringiensis_Bt407
bti	T02293	Bacillus_thuringiensis_HD-771
btn	T02411	Bacillus_thuringiensis_HD-789
btht	T02474	Bacillus_thuringiensis_serovar_thuringiensis_IS5056
bwe	T00642	Bacillus_weihenstephanensis
bcl	T00228	Bacillus_clausii
bpu	T00599	Bacillus_pumilus
bpf	T01165	Bacillus_pseudofirmus
bmq	T01208	Bacillus_megaterium_QM_B1551
bmd	T01219	Bacillus_megaterium_DSM_319
bmh	T01890	Bacillus_megaterium_WSH-002
bse	T01243	Bacillus_selenitireducens
bco	T01389	Bacillus_cellulosilyticus
bck	T01527	Bacillus_coagulans_2-6
bag	T01628	Bacillus_coagulans_36D1
bjs	T02027	Bacillus_sp._JS
baci	T02643	Bacillus_sp._1NLA3E
bif	T02860	Bacillus_infantis
oih	T00093	Oceanobacillus_iheyensis
gka	T00217	Geobacillus_kaustophilus
gtn	T00496	Geobacillus_thermodenitrificans
gth	T01531	Geobacillus_thermoglucosidasius
gte	T01676	Geobacillus_thermoleovorans
gwc	T00915	Geobacillus_sp._WCH70
gyc	T01101	Geobacillus_sp._Y412MC61
gya	T01399	Geobacillus_sp._Y412MC52
gct	T01245	Geobacillus_sp._C56-T3
gmc	T01348	Geobacillus_sp._Y4.1MC1
ggh	T02455	Geobacillus_sp._GHH01
gjf	T02798	Geobacillus_sp._JF8
afl	T00790	Anoxybacillus_flavithermus
axl	T02266	Amphibacillus_xylanus
lsp	T00656	Lysinibacillus_sphaericus
hhd	T02031	Halobacillus_halophilus
sau	T00051	Staphylococcus_aureus_subsp._aureus_N315_(MRSA/VSSA)
sav	T00052	Staphylococcus_aureus_subsp._aureus_Mu50_(MRSA/VISA)
saw	T00588	Staphylococcus_aureus_subsp._aureus_Mu3_(MRSA/hetero-VISA)
sah	T00556	Staphylococcus_aureus_subsp._aureus_JH1_(MRSA/VSSA)
saj	T00522	Staphylococcus_aureus_subsp._aureus_JH9_(MRSA/VRSA)
sam	T00086	Staphylococcus_aureus_subsp._aureus_MW2_(CA-MRSA)
sas	T00183	Staphylococcus_aureus_subsp._aureus_MSSA476_(MSSA)
sar	T00182	Staphylococcus_aureus_subsp._aureus_MRSA252_(MRSA)
sac	T00225	Staphylococcus_aureus_subsp._aureus_COL_(MRSA)
sax	T00629	Staphylococcus_aureus_subsp._aureus_USA300_TCH1516_(CA-MSSA)
saa	T00323	Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_(CA-MRSA)
sao	T00324	Staphylococcus_aureus_subsp._aureus_NCTC8325
sae	T00557	Staphylococcus_aureus_subsp._aureus_Newman
sad	T01124	Staphylococcus_aureus_subsp._aureus_ED98
suu	T01744	Staphylococcus_aureus_subsp._aureus_M013_(CA-MRSA)
suv	T01745	Staphylococcus_aureus_subsp._aureus_VC40
suh	T01767	Staphylococcus_aureus_subsp._aureus_MSHR1132
sue	T01869	Staphylococcus_aureus_subsp._aureus_ED133
suj	T01870	Staphylococcus_aureus_subsp._aureus_JKD6159
suk	T01886	Staphylococcus_aureus_subsp._aureus_JKD6008_(MRSA/VISA)
suc	T01887	Staphylococcus_aureus_subsp._aureus_ECT-R_2
sut	T01888	Staphylococcus_aureus_subsp._aureus_T0131_(MRSA)
suq	T01889	Staphylococcus_aureus_subsp._aureus_TCH60
suz	T01950	Staphylococcus_aureus_subsp._aureus_11819-97_(CA-MRSA)
sud	T02043	Staphylococcus_aureus_subsp._aureus_71193
sux	T02059	Staphylococcus_aureus_subsp._aureus_HO_5096_0412
suw	T02060	Staphylococcus_aureus_subsp._aureus_TW20_(MRSA)
sug	T02071	Staphylococcus_aureus_subsp._aureus_ST398_(MRSA)
suf	T02085	Staphylococcus_aureus_subsp._aureus_LGA251
saua	T02810	Staphylococcus_aureus_subsp._aureus_55/2053
saue	T02825	Staphylococcus_aureus_subsp._aureus_6850
saun	T02826	Staphylococcus_aureus_subsp._aureus_CN1_(CA-MRSA)
saus	T02849	Staphylococcus_aureus_subsp._aureus_SA40_(CA-MRSA)
sauu	T02850	Staphylococcus_aureus_subsp._aureus_SA957_(CA-MRSA)
sauz	T02886	Staphylococcus_aureus_subsp._aureus_Z172
sab	T00303	Staphylococcus_aureus_RF122
suy	T02070	Staphylococcus_aureus_04-02981
saub	T02339	Staphylococcus_aureus_08BA02176
saum	T02618	Staphylococcus_aureus_M1
sauc	T02702	Staphylococcus_aureus_CA-347
saur	T02717	Staphylococcus_aureus_Bmb9393
sep	T00110	Staphylococcus_epidermidis_ATCC_12228
ser	T00229	Staphylococcus_epidermidis_RP62A
sha	T00250	Staphylococcus_haemolyticus
ssp	T00269	Staphylococcus_saprophyticus
sca	T00863	Staphylococcus_carnosus
slg	T01177	Staphylococcus_lugdunensis_HKU09-01
sln	T01951	Staphylococcus_lugdunensis_N920143
ssd	T01396	Staphylococcus_pseudintermedius_HKU10-03
sdt	T02008	Staphylococcus_pseudintermedius_ED99
swa	T02449	Staphylococcus_warneri
spas	T02889	Staphylococcus_pasteuri
lmo	T00066	Listeria_monocytogenes_EGD-e
lmf	T00174	Listeria_monocytogenes_F2365
lmh	T00801	Listeria_monocytogenes_HCC23
lmc	T00898	Listeria_monocytogenes_Clip81459
lmn	T01157	Listeria_monocytogenes_08-5578
lmy	T01164	Listeria_monocytogenes_08-5923
lmt	T01984	Listeria_monocytogenes_10403S
lmg	T01985	Listeria_monocytogenes_FSL_R2-561
lms	T01986	Listeria_monocytogenes_Finland_1998
lmj	T01987	Listeria_monocytogenes_J0161
lmq	T01988	Listeria_monocytogenes_M7
lml	T01989	Listeria_monocytogenes_L99
lmp	T02040	Listeria_monocytogenes_07PF0776
lmw	T02219	Listeria_monocytogenes_SLCC2755
lmx	T02220	Listeria_monocytogenes_SLCC2372
lmz	T02221	Listeria_monocytogenes_serotype_7_SLCC2482
lmon	T02222	Listeria_monocytogenes_SLCC2376
lmoc	T02223	Listeria_monocytogenes_SLCC5850
lmos	T02224	Listeria_monocytogenes_SLCC7179
lmoo	T02240	Listeria_monocytogenes_SLCC2378
lmoy	T02241	Listeria_monocytogenes_SLCC2479
lmot	T02242	Listeria_monocytogenes_SLCC2540
lmoa	T02239	Listeria_monocytogenes_ATCC_19117
lmol	T02247	Listeria_monocytogenes_L312
lmog	T02416	Listeria_monocytogenes_serotype_4b_LL195
lmoe	T02512	Listeria_monocytogenes_La111
lmob	T02513	Listeria_monocytogenes_N53-1
lmoj	T02776	Listeria_monocytogenes_J1-220
lmoz	T02801	Listeria_monocytogenes_J1816
lmod	T02872	Listeria_monocytogenes_EGD
lin	T00067	Listeria_innocua
lwe	T00422	Listeria_welshimeri_SLCC5334
lsg	T01184	Listeria_seeligeri
liv	T01623	Listeria_ivanovii
esi	T00687	Exiguobacterium_sibiricum
eat	T00897	Exiguobacterium_sp._AT1b
ean	T02258	Exiguobacterium_antarcticum
mcl	T00848	Macrococcus_caseolyticus
bbe	T00879	Brevibacillus_brevis
pjd	T00977	Paenibacillus_sp._JDR-2
gym	T01100	Paenibacillus_sp._Y412MC10
ppy	T01319	Paenibacillus_polymyxa_E681
ppm	T01335	Paenibacillus_polymyxa_SC2
ppo	T01968	Paenibacillus_polymyxa_M1
pms	T01550	Paenibacillus_mucilaginosus_KNP414
pmq	T01757	Paenibacillus_mucilaginosus_3016
pmw	T02041	Paenibacillus_mucilaginosus_K02
pta	T01668	Paenibacillus_terrae
tco	T02394	Thermobacillus_composti
aac	T00985	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446
aad	T01821	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1
bts	T01220	Kyrpidia_tusciae
siv	T02162	Solibacillus_silvestris
lla	T00045	Lactococcus_lactis_subsp._lactis_IL1403
llk	T01141	Lactococcus_lactis_subsp._lactis_KF147
llt	T01964	Lactococcus_lactis_subsp._lactis_CV56
lls	T02485	Lactococcus_lactis_subsp._lactis_IO-1
lld	T02882	Lactococcus_lactis_subsp._lactis_KLDS_4.0325
llc	T00420	Lactococcus_lactis_subsp._cremoris_SK11
llm	T00475	Lactococcus_lactis_subsp._cremoris_MG1363
llr	T01965	Lactococcus_lactis_subsp._cremoris_A76
lln	T02131	Lactococcus_lactis_subsp._cremoris_NZ9000
lli	T02415	Lactococcus_lactis_subsp._cremoris_UC509.9
llw	T02848	Lactococcus_lactis_subsp._cremoris_KW2
lgr	T01618	Lactococcus_garvieae_ATCC_49156
lgv	T01963	Lactococcus_garvieae_Lg2
spy	T00050	Streptococcus_pyogenes_SF370_(serotype_M1)
spz	T00262	Streptococcus_pyogenes_MGAS5005_(serotype_M1)
spym	T02499	Streptococcus_pyogenes_M1_476_(serotype_M1)
spm	T00079	Streptococcus_pyogenes_MGAS8232_(serotype_M18)
spg	T00089	Streptococcus_pyogenes_MGAS315_(serotype_M3)
sps	T00119	Streptococcus_pyogenes_SSI-1_(serotype_M3)
sph	T00355	Streptococcus_pyogenes_MGAS10270_(serotype_M2)
spi	T00356	Streptococcus_pyogenes_MGAS10750_(serotype_M4)
spj	T00357	Streptococcus_pyogenes_MGAS2096_(serotype_M12)
spk	T00358	Streptococcus_pyogenes_MGAS9429_(serotype_M12)
spf	T00497	Streptococcus_pyogenes_Manfredo_(serotype_M5)
spa	T00191	Streptococcus_pyogenes_MGAS10394_(serotype_M6)
spb	T00263	Streptococcus_pyogenes_MGAS6180_(serotype_M28)
stg	T01794	Streptococcus_pyogenes_MGAS15252_(serotype_M59)
soz	T00780	Streptococcus_pyogenes_NZ131_(serotype_M49)
stz	T02019	Streptococcus_pyogenes_Alab49_(serotype_M53)
stx	T02062	Streptococcus_pyogenes_MGAS1882
spya	T02335	Streptococcus_pyogenes_A20
spyh	T02743	Streptococcus_pyogenes_HSC5
spn	T00057	Streptococcus_pneumoniae_TIGR4_(virulent_serotype_4)
spd	T00413	Streptococcus_pneumoniae_D39_(virulent_serotype_2)
spr	T00060	Streptococcus_pneumoniae_R6_(avirulent)
spw	T00690	Streptococcus_pneumoniae_CGSP14_(serotype_14)
spx	T00734	Streptococcus_pneumoniae_G54_(serotype_19F)
sne	T00843	Streptococcus_pneumoniae_ATCC_700669_(serotype_23F_ST81_lineage)
spv	T00658	Streptococcus_pneumoniae_Hungary19A_6
snm	T00872	Streptococcus_pneumoniae_70585
sjj	T00873	Streptococcus_pneumoniae_JJA
spp	T00874	Streptococcus_pneumoniae_P1031
snt	T00875	Streptococcus_pneumoniae_Taiwan19F-14
snc	T01259	Streptococcus_pneumoniae_TCH8431/19A
snb	T01308	Streptococcus_pneumoniae_670-6B
snp	T01309	Streptococcus_pneumoniae_AP200
sni	T02072	Streptococcus_pneumoniae_INV104
snv	T02073	Streptococcus_pneumoniae_INV200
snx	T02074	Streptococcus_pneumoniae_OXC141
snd	T02087	Streptococcus_pneumoniae_ST556
snu	T02245	Streptococcus_pneumoniae_SPNA45
spng	T02334	Streptococcus_pneumoniae_gamPNI0373
spne	T02628	Streptococcus_pneumoniae_SPN034156
spnu	T02629	Streptococcus_pneumoniae_SPN034183
spnm	T02630	Streptococcus_pneumoniae_SPN994038
spno	T02631	Streptococcus_pneumoniae_SPN994039
spnn	T02890	Streptococcus_pneumoniae_A026
sag	T00091	Streptococcus_agalactiae_2603_(serotype_V)
san	T00104	Streptococcus_agalactiae_NEM316_(serotype_III)
sak	T00278	Streptococcus_agalactiae_A909_(serotype_Ia)
sgc	T02248	Streptococcus_agalactiae_GD201008-001_(serotype_Ia)
sags	T02338	Streptococcus_agalactiae_SA20-06
sagl	T02656	Streptococcus_agalactiae_2-22_(serotype_Ib)
sagm	T02703	Streptococcus_agalactiae_09mas018883
sagi	T02704	Streptococcus_agalactiae_ILRI005
sagr	T02705	Streptococcus_agalactiae_ILRI112
smu	T00100	Streptococcus_mutans_UA159
smc	T01185	Streptococcus_mutans_NN2025
smj	T02086	Streptococcus_mutans_LJ23
smut	T02185	Streptococcus_mutans_GS-5
stc	T00212	Streptococcus_thermophilus_CNRZ1066
stl	T00213	Streptococcus_thermophilus_LMG18311
ste	T00414	Streptococcus_thermophilus_LMD-9
stn	T01978	Streptococcus_thermophilus_ND03
stu	T02026	Streptococcus_thermophilus_JIM_8232
stw	T02116	Streptococcus_thermophilus_MN-ZLW-002
ssa	T00473	Streptococcus_sanguinis
ssu	T00514	Streptococcus_suis_05ZYH33
ssv	T00515	Streptococcus_suis_98HAH33
ssb	T00935	Streptococcus_suis_BM407
ssi	T00936	Streptococcus_suis_P1/7
sss	T00937	Streptococcus_suis_SC84
sst	T01470	Streptococcus_suis_ST3
ssf	T02020	Streptococcus_suis_A7
ssk	T02021	Streptococcus_suis_D12
ssq	T02022	Streptococcus_suis_D9
ssw	T02023	Streptococcus_suis_GZ1
sui	T02024	Streptococcus_suis_JS14
suo	T02025	Streptococcus_suis_SS12
srp	T02125	Streptococcus_suis_ST1
sup	T02214	Streptococcus_suis_S735
ssus	T02536	Streptococcus_suis_SC070731
ssut	T02672	Streptococcus_suis_TL13
ssui	T02891	Streptococcus_suis_T15
sgo	T00594	Streptococcus_gordonii
seq	T00871	Streptococcus_equi_subsp._zooepidemicus_H70
sez	T00746	Streptococcus_equi_subsp._zooepidemicus_MGCS10565
sezo	T02355	Streptococcus_equi_subsp._zooepidemicus_ATCC_35246
seu	T00877	Streptococcus_equi_subsp._equi_4047
