ko	pathways
K07593	Carbohydrate_digestion_and_absorption:Digestive_system
K07603	Protein_digestion_and_absorption:Digestive_system
K07657	Two-component_system:Signal_transduction
K07658	Two-component_system:Signal_transduction
K07659	Two-component_system:Signal_transduction
K07660	Two-component_system:Signal_transduction
K07661	Two-component_system:Signal_transduction
K07662	Two-component_system:Signal_transduction
K07663	Two-component_system:Signal_transduction
K07664	Two-component_system:Signal_transduction
K07665	Two-component_system:Signal_transduction
K07666	Two-component_system:Signal_transduction
K07667	Two-component_system:Signal_transduction
K07668	Two-component_system:Signal_transduction
K07669	Two-component_system:Signal_transduction
K07670	Two-component_system:Signal_transduction
K07671	Two-component_system:Signal_transduction
K07672	Two-component_system:Signal_transduction
K07684	Two-component_system:Signal_transduction
K07685	Two-component_system:Signal_transduction
K07686	Two-component_system:Signal_transduction
K07687	Two-component_system:Signal_transduction
K07688	Two-component_system:Signal_transduction
K07689	Two-component_system:Signal_transduction
K07690	Two-component_system:Signal_transduction
K07691	Two-component_system:Signal_transduction
K07692	Two-component_system:Signal_transduction
K07693	Two-component_system:Signal_transduction
K07694	Two-component_system:Signal_transduction
K07695	Two-component_system:Signal_transduction
K07696	Two-component_system:Signal_transduction
K07699	Two-component_system:Signal_transduction
K07702	Two-component_system:Signal_transduction
K07703	Two-component_system:Signal_transduction
K07705	Two-component_system:Signal_transduction
K07707	Two-component_system:Signal_transduction
K07712	Two-component_system:Signal_transduction
K07713	Two-component_system:Signal_transduction
K07714	Two-component_system:Signal_transduction
K07715	Two-component_system:Signal_transduction
K07719	Two-component_system:Signal_transduction
K07720	Two-component_system:Signal_transduction
K07770	Two-component_system:Signal_transduction
K07771	Two-component_system:Signal_transduction
K07772	Two-component_system:Signal_transduction
K07773	Two-component_system:Signal_transduction
K07774	Two-component_system:Signal_transduction
K07775	Two-component_system:Signal_transduction
K07776	Two-component_system:Signal_transduction
K07780	Two-component_system:Signal_transduction
K07781	Two-component_system:Signal_transduction
K07782	Two-component_system:Signal_transduction
K07783	Two-component_system:Signal_transduction
K07784	Two-component_system:Signal_transduction
K07785	Two-component_system:Signal_transduction
K07786	Two-component_system:Signal_transduction
K07787	Two-component_system:Signal_transduction
K07788	Two-component_system:Signal_transduction
K07789	Two-component_system:Signal_transduction
K07790	Two-component_system:Signal_transduction
K07792	Two-component_system:Signal_transduction
K07793	Two-component_system:Signal_transduction
K07794	Two-component_system:Signal_transduction
K07795	Two-component_system:Signal_transduction
K07796	Two-component_system:Signal_transduction
K07797	Two-component_system:Signal_transduction
K07798	Two-component_system:Signal_transduction
K07799	Two-component_system:Signal_transduction
K07800	Two-component_system:Signal_transduction
K07801	Two-component_system:Signal_transduction
K07803	Two-component_system:Signal_transduction
K07804	Two-component_system:Signal_transduction
K07805	Two-component_system:Signal_transduction
K07810	Two-component_system:Signal_transduction
K07813	Two-component_system:Signal_transduction
K07825	Ras_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K07826	Ras_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K07827	MAPK_signaling_pathway:Signal_transduction|ErbB_signaling_pathway:Signal_transduction|MAPK_signaling_pathway_-_fly:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|VEGF_signaling_pathway:Signal_transduction|Tight_junction:Cell_communication|Gap_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07828	MAPK_signaling_pathway:Signal_transduction|ErbB_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|VEGF_signaling_pathway:Signal_transduction|Tight_junction:Cell_communication|Gap_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07829	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Tight_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07830	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Tight_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07831	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Tight_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07834	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K07835	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K07836	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Pancreatic_secretion:Digestive_system
K07843	Circadian_entrainment:Environmental_adaptation
K07860	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Wnt_signaling_pathway:Signal_transduction|VEGF_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Adherens_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07861	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Wnt_signaling_pathway:Signal_transduction|VEGF_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Adherens_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K07868	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K07879	Endocytosis:Transport_and_catabolism
K07884	Pancreatic_secretion:Digestive_system
K07886	Pancreatic_secretion:Digestive_system
K07887	Ras_signaling_pathway:Signal_transduction|Endocytosis:Transport_and_catabolism|Phagosome:Transport_and_catabolism
K07888	Ras_signaling_pathway:Signal_transduction|Endocytosis:Transport_and_catabolism|Phagosome:Transport_and_catabolism
K07889	Ras_signaling_pathway:Signal_transduction|Endocytosis:Transport_and_catabolism|Phagosome:Transport_and_catabolism
K07891	Endocytosis:Transport_and_catabolism
K07897	Endocytosis:Transport_and_catabolism|Phagosome:Transport_and_catabolism
K07898	Phagosome:Transport_and_catabolism
K07901	Pancreatic_secretion:Digestive_system
K07904	Endocytosis:Transport_and_catabolism|Pancreatic_secretion:Digestive_system
K07905	Endocytosis:Transport_and_catabolism
K07936	Ribosome_biogenesis_in_eukaryotes:Translation|RNA_transport:Translation
K07941	Ras_signaling_pathway:Signal_transduction|Endocytosis:Transport_and_catabolism
K07972	MAPK_signaling_pathway_-_yeast:Signal_transduction
K07973	MAPK_signaling_pathway_-_yeast:Signal_transduction
K08007	Regulation_of_actin_cytoskeleton:Cell_motility|Gastric_acid_secretion:Digestive_system
K08008	HIF-1_signaling_pathway:Signal_transduction|Phagosome:Transport_and_catabolism
K08009	Phagosome:Transport_and_catabolism
K08010	Phagosome:Transport_and_catabolism
K08011	Phagosome:Transport_and_catabolism
K08012	Phagosome:Transport_and_catabolism
K08013	Rap1_signaling_pathway:Signal_transduction
K08014	Rap1_signaling_pathway:Signal_transduction
K08015	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K08018	MAPK_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K08019	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K08020	Rap1_signaling_pathway:Signal_transduction
K08052	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction
K08053	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction
K08054	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K08057	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K08083	Two-component_system:Signal_transduction
K08091	Ras_signaling_pathway:Signal_transduction
K08110	Wnt_signaling_pathway:Signal_transduction
K08131	Protein_digestion_and_absorption:Digestive_system
K08132	Protein_digestion_and_absorption:Digestive_system
K08133	Protein_digestion_and_absorption:Digestive_system
K08135	Protein_digestion_and_absorption:Digestive_system
K08139	Meiosis_-_yeast:Cell_growth_and_death
K08143	Carbohydrate_digestion_and_absorption:Digestive_system
K08171	Carbohydrate_digestion_and_absorption:Digestive_system
K08187	Protein_digestion_and_absorption:Digestive_system
K08198	Bile_secretion:Digestive_system
K08204	Bile_secretion:Digestive_system
K08205	Bile_secretion:Digestive_system
K08243	Flavonoid_biosynthesis:Biosynthesis_of_other_secondary_metabolites|Biosynthesis_of_secondary_metabolites
K08266	mTOR_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K08267	mTOR_signaling_pathway:Signal_transduction
K08268	HIF-1_signaling_pathway:Signal_transduction|mTOR_signaling_pathway:Signal_transduction
K08270	mTOR_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K08271	mTOR_signaling_pathway:Signal_transduction
K08272	mTOR_signaling_pathway:Signal_transduction
K08273	VEGF_signaling_pathway:Signal_transduction
K08288	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K08329	Regulation_of_autophagy:Transport_and_catabolism
K08330	Regulation_of_autophagy:Transport_and_catabolism
K08331	Regulation_of_autophagy:Transport_and_catabolism
K08332	Regulation_of_autophagy:Transport_and_catabolism
K08334	Regulation_of_autophagy:Transport_and_catabolism
K08335	Regulation_of_autophagy:Transport_and_catabolism
K08336	Regulation_of_autophagy:Transport_and_catabolism
K08337	Regulation_of_autophagy:Transport_and_catabolism
K08338	Regulation_of_autophagy:Transport_and_catabolism
K08339	Regulation_of_autophagy:Transport_and_catabolism
K08340	Regulation_of_autophagy:Transport_and_catabolism
K08341	Regulation_of_autophagy:Transport_and_catabolism
K08343	Regulation_of_autophagy:Transport_and_catabolism
K08349	Glyoxylate_and_dicarboxylate_metabolism:Carbohydrate_metabolism|Methane_metabolism:Energy_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism|Two-component_system:Signal_transduction
K08350	Glyoxylate_and_dicarboxylate_metabolism:Carbohydrate_metabolism|Methane_metabolism:Energy_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism|Two-component_system:Signal_transduction
K08352	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K08353	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K08354	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K08357	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Two-component_system:Signal_transduction
K08358	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Two-component_system:Signal_transduction
K08359	Sulfur_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Two-component_system:Signal_transduction
K08362	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08370	Mineral_absorption:Digestive_system
K08374	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08375	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08377	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08386	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08387	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08388	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08390	Rap1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K08476	Two-component_system:Signal_transduction
K08478	Two-component_system:Signal_transduction
K08485	Phosphotransferase_system_(PTS):Membrane_transport
K08486	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08487	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08488	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K08489	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08490	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08491	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08492	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K08493	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08495	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08496	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08497	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08498	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08499	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08500	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08501	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08502	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08503	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08504	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08505	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08506	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08507	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08508	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08509	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08510	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08512	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08513	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08514	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08515	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08516	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation
K08517	SNARE_interactions_in_vesicular_transport:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K08521	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08522	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K08523	ErbB_signaling_pathway:Signal_transduction
K08524	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Bile_secretion:Digestive_system
K08537	Bile_secretion:Digestive_system
K08539	Mineral_absorption:Digestive_system
K08556	Oocyte_meiosis:Cell_growth_and_death
K08557	Oocyte_meiosis:Cell_growth_and_death
K08563	Bile_secretion:Digestive_system
K08694	Oocyte_meiosis:Cell_growth_and_death
K08711	ABC_transporters:Membrane_transport
K08712	ABC_transporters:Membrane_transport
K08724	Peptidoglycan_biosynthesis:Glycan_biosynthesis_and_metabolism
K08731	Hippo_signaling_pathway:Signal_transduction
K08732	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction
K08734	Mismatch_repair:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K08735	Mismatch_repair:Replication_and_repair
K08736	Mismatch_repair:Replication_and_repair
K08737	Mismatch_repair:Replication_and_repair
K08738	Sulfur_metabolism:Energy_metabolism|Two-component_system:Signal_transduction|p53_signaling_pathway:Cell_growth_and_death|Apoptosis:Cell_growth_and_death
K08739	Mismatch_repair:Replication_and_repair
K08750	Fat_digestion_and_absorption:Digestive_system
K08751	Fat_digestion_and_absorption:Digestive_system
K08757	Fat_digestion_and_absorption:Digestive_system|Vitamin_digestion_and_absorption:Digestive_system
K08760	Fat_digestion_and_absorption:Digestive_system|Vitamin_digestion_and_absorption:Digestive_system
K08763	Phagosome:Transport_and_catabolism
K08773	Ras_signaling_pathway:Signal_transduction
K08774	ErbB_signaling_pathway:Signal_transduction
K08775	Homologous_recombination:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K08873	mRNA_surveillance_pathway:Translation
K08901	Photosynthesis:Energy_metabolism|Metabolic_pathways
K08902	Photosynthesis:Energy_metabolism|Metabolic_pathways
K08903	Photosynthesis:Energy_metabolism|Metabolic_pathways
K08904	Photosynthesis:Energy_metabolism|Metabolic_pathways
K08905	Photosynthesis:Energy_metabolism|Metabolic_pathways
K08906	Photosynthesis:Energy_metabolism
K08907	Photosynthesis_-_antenna_proteins:Energy_metabolism
K08908	Photosynthesis_-_antenna_proteins:Energy_metabolism
K08909	Photosynthesis_-_antenna_proteins:Energy_metabolism
K08910	Photosynthesis_-_antenna_proteins:Energy_metabolism
K08911	Photosynthesis_-_antenna_proteins:Energy_metabolism
K08912	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08913	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08914	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08915	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08916	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08917	Photosynthesis_-_antenna_proteins:Energy_metabolism|Metabolic_pathways
K08926	Two-component_system:Signal_transduction
K08927	Two-component_system:Signal_transduction
K08928	Two-component_system:Signal_transduction
K08929	Two-component_system:Signal_transduction
K08930	Two-component_system:Signal_transduction
K08939	Two-component_system:Signal_transduction
K09021	Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways
K09027	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09028	TNF_signaling_pathway:Signal_transduction
K09047	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K09048	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K09049	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K09054	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09057	Circadian_rhythm_-_fly:Environmental_adaptation
K09097	HIF-1_signaling_pathway:Signal_transduction
K09175	Cell_cycle_-_yeast:Cell_growth_and_death
K09202	Cell_cycle_-_yeast:Cell_growth_and_death
K09235	Meiosis_-_yeast:Cell_growth_and_death|Endocytosis:Transport_and_catabolism
K09236	Hippo_signaling_pathway_-_fly:Signal_transduction
K09243	Meiosis_-_yeast:Cell_growth_and_death
K09253	MAPK_signaling_pathway:Signal_transduction|NF-kappa_B_signaling_pathway:Signal_transduction
K09254	Ras_signaling_pathway:Signal_transduction
K09258	TNF_signaling_pathway:Signal_transduction
K09291	RNA_transport:Translation|MAPK_signaling_pathway_-_yeast:Signal_transduction
K09358	Meiosis_-_yeast:Cell_growth_and_death
K09359	Meiosis_-_yeast:Cell_growth_and_death
K09389	Cell_cycle:Cell_growth_and_death
K09392	Cell_cycle:Cell_growth_and_death
K09408	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K09420	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K09448	MAPK_signaling_pathway_-_yeast:Signal_transduction|Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K09468	MAPK_signaling_pathway_-_yeast:Signal_transduction|Meiosis_-_yeast:Cell_growth_and_death
K09469	Metabolic_pathways
K09475	Two-component_system:Signal_transduction
K09476	Two-component_system:Signal_transduction
K09477	Two-component_system:Signal_transduction
K09481	Protein_export:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K09485	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09486	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09487	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Plant-pathogen_interaction:Environmental_adaptation
K09490	Protein_export:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09502	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09503	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09507	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09508	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09517	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09518	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09521	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09523	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09525	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09526	Endocytosis:Transport_and_catabolism
K09530	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09540	Protein_export:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09541	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09542	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09554	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K09555	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09556	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09558	TNF_signaling_pathway:Signal_transduction
K09562	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09586	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K09593	ErbB_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction
K09658	N-Glycan_biosynthesis:Glycan_biosynthesis_and_metabolism|Glycosylphosphatidylinositol(GPI)-anchor_biosynthesis:Glycan_biosynthesis_and_metabolism|Metabolic_pathways
K09659	N-Glycan_biosynthesis:Glycan_biosynthesis_and_metabolism|Metabolic_pathways
K09688	ABC_transporters:Membrane_transport
K09689	ABC_transporters:Membrane_transport
K09690	ABC_transporters:Membrane_transport
K09691	ABC_transporters:Membrane_transport
K09692	ABC_transporters:Membrane_transport
K09694	ABC_transporters:Membrane_transport
K09695	ABC_transporters:Membrane_transport
K09696	ABC_transporters:Membrane_transport|Two-component_system:Signal_transduction
K09697	ABC_transporters:Membrane_transport|Two-component_system:Signal_transduction
K09709	Carbon_fixation_pathways_in_prokaryotes:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K09782	ErbB_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K09783	ErbB_signaling_pathway:Signal_transduction
K09784	ErbB_signaling_pathway:Signal_transduction
K09789	Biotin_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K09808	ABC_transporters:Membrane_transport
K09811	ABC_transporters:Membrane_transport
K09812	ABC_transporters:Membrane_transport
K09813	ABC_transporters:Membrane_transport
K09815	ABC_transporters:Membrane_transport
K09816	ABC_transporters:Membrane_transport
K09832	Steroid_biosynthesis:Lipid_metabolism|Biosynthesis_of_secondary_metabolites
K09833	Ubiquinone_and_other_terpenoid-quinone_biosynthesis:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K09834	Ubiquinone_and_other_terpenoid-quinone_biosynthesis:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K09836	Carotenoid_biosynthesis:Metabolism_of_terpenoids_and_polyketides
K09849	NF-kappa_B_signaling_pathway:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K09850	Ras_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K09851	Hippo_signaling_pathway_-_fly:Signal_transduction
K09854	Hippo_signaling_pathway:Signal_transduction
K09864	Bile_secretion:Digestive_system
K09866	Bile_secretion:Digestive_system
K09867	Salivary_secretion:Digestive_system
K09869	Bile_secretion:Digestive_system
K09877	Bile_secretion:Digestive_system
K09879	Carotenoid_biosynthesis:Metabolism_of_terpenoids_and_polyketides
K09969	ABC_transporters:Membrane_transport
K09970	ABC_transporters:Membrane_transport
K09971	ABC_transporters:Membrane_transport
K09993	Cell_cycle:Cell_growth_and_death
K09996	ABC_transporters:Membrane_transport
K09997	ABC_transporters:Membrane_transport
K09998	ABC_transporters:Membrane_transport
K09999	ABC_transporters:Membrane_transport
K10001	ABC_transporters:Membrane_transport|Two-component_system:Signal_transduction
K10002	ABC_transporters:Membrane_transport|Two-component_system:Signal_transduction
K10003	ABC_transporters:Membrane_transport|Two-component_system:Signal_transduction
K10005	ABC_transporters:Membrane_transport
K10006	ABC_transporters:Membrane_transport
K10007	ABC_transporters:Membrane_transport
K10009	ABC_transporters:Membrane_transport
K10013	ABC_transporters:Membrane_transport
K10014	ABC_transporters:Membrane_transport
K10015	ABC_transporters:Membrane_transport
K10016	ABC_transporters:Membrane_transport
K10018	ABC_transporters:Membrane_transport
K10019	ABC_transporters:Membrane_transport
K10020	ABC_transporters:Membrane_transport
K10022	ABC_transporters:Membrane_transport
K10023	ABC_transporters:Membrane_transport
K10024	ABC_transporters:Membrane_transport
K10029	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K10030	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction
K10031	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction
K10032	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K10033	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K10034	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K10035	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction
K10036	ABC_transporters:Membrane_transport
K10037	ABC_transporters:Membrane_transport
K10039	ABC_transporters:Membrane_transport
K10040	ABC_transporters:Membrane_transport
K10048	TNF_signaling_pathway:Signal_transduction
K10054	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Endocytosis:Transport_and_catabolism
K10062	Phagosome:Transport_and_catabolism
K10066	Phagosome:Transport_and_catabolism
K10067	Phagosome:Transport_and_catabolism
K10068	Phagosome:Transport_and_catabolism
K10074	Phagosome:Transport_and_catabolism
K10080	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10081	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10082	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10084	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10085	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10086	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10087	Lysosome:Transport_and_catabolism
K10088	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10089	Lysosome:Transport_and_catabolism|Phagosome:Transport_and_catabolism
K10094	ABC_transporters:Membrane_transport
K10099	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10100	Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10105	Lipoic_acid_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K10107	ABC_transporters:Membrane_transport
K10108	ABC_transporters:Membrane_transport|Bacterial_chemotaxis:Cell_motility
